Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
135,-17.9375,-9,-57.375,-0.1391602,-0.3295898,1.189941,0.1508789,-0.3916016,-0.2568359
136,-20.6875,-16,-57.0625,-0.1391602,-0.3105469,1.134277,0.1508789,-0.3916016,-0.2568359
137,-22.9375,-24.875,-56.125,-0.1513672,-0.3491211,1.126465,0.1484375,-0.3837891,-0.2568359
138,-26.3125,-35.5,-52.25,-0.1513672,-0.3530273,1.114746,0.1430664,-0.3867188,-0.2543945
139,-29,-44.875,-47.9375,-0.1074219,-0.4379883,1.126465,0.1430664,-0.3867188,-0.2543945
140,-28.625,-54.4375,-44.5625,-0.04785156,-0.4804688,1.221191,0.1347656,-0.3891602,-0.2568359
141,-24.75,-60.75,-43.125,0.03515625,-0.4995117,1.276855,0.1347656,-0.3891602,-0.2568359
142,-18.5,-63.5,-42,0.1269531,-0.503418,1.280762,0.1376953,-0.3837891,-0.262207
143,-10.5,-63.625,-40.875,0.1508789,-0.5341797,1.316406,0.1269531,-0.3608398,-0.2543945
144,-3.8125,-61.25,-39.5,0.1943359,-0.5537109,1.316406,0.1269531,-0.3608398,-0.2543945
145,-0.9375,-56.625,-38.375,0.2265625,-0.5307617,1.324219,0.1240234,-0.3789063,-0.2729492
146,-0.9375,-49.0625,-37.5625,0.2265625,-0.4956055,1.268555,0.1108398,-0.3813477,-0.262207
147,-4.375,-40.75,-33.375,0.1826172,-0.46875,1.189941,0.1108398,-0.3813477,-0.262207
148,-13.5625,-32.875,-24.125,0.1425781,-0.4262695,1.134277,0.1030273,-0.3686523,-0.2543945
149,-24.25,-27.0625,-14.8125,0.1147461,-0.4223633,1.059082,0.1030273,-0.3686523,-0.2543945
150,-32.125,-23.4375,-7.5,0.06738281,-0.4223633,1.015625,0.1054688,-0.3686523,-0.2568359
151,-35,-22.5625,0.4375,-0.01171875,-0.46875,0.9604492,0.1000977,-0.3710938,-0.262207
152,-34.6875,-23.25,9.125,-0.06347656,-0.5112305,0.8930664,0.1000977,-0.3710938,-0.262207
153,-32.4375,-26.1875,16.5,-0.1235352,-0.5419922,0.8696289,0.09765625,-0.3686523,-0.2543945
154,-28.0625,-31.1875,23.25,-0.1430664,-0.5073242,0.8774414,0.09765625,-0.3686523,-0.2543945
155,-21.5625,-36.9375,30.3125,-0.1552734,-0.4882813,0.8061523,0.1083984,-0.3632813,-0.2651367
156,-14.9375,-41.6875,38.375,-0.1152344,-0.5073242,0.8061523,0.1000977,-0.3710938,-0.2597656
157,-9.375,-45.4375,44.875,-0.07177734,-0.418457,0.8100586,0.1000977,-0.3710938,-0.2597656
158,-4.4375,-48.8125,48.9375,-0.09130859,-0.4570313,0.8100586,0.08935547,-0.3583984,-0.2568359
159,-0.375,-51.25,51.3125,-0.05566406,-0.3955078,0.8300781,0.08935547,-0.3481445,-0.262207
160,0.6875,-52,55.75,-0.07568359,-0.3564453,0.8378906,0.08935547,-0.3481445,-0.262207
161,-2.5,-50.4375,64.1875,-0.04394531,-0.3759766,0.8618164,0.07617188,-0.3505859,-0.2568359
162,-5.625,-47.8125,70.1875,-0.03173828,-0.3295898,0.8774414,0.07617188,-0.3505859,-0.2568359
163,-8.0625,-45.5,72.4375,-0.03564453,-0.2988281,0.9013672,0.06542969,-0.3530273,-0.2568359
164,-8.5,-42.875,72.9375,-0.08740234,-0.3066406,0.8974609,0.05761719,-0.3432617,-0.2568359
165,-7,-41.375,74.1875,-0.1113281,-0.2988281,0.8457031,0.05761719,-0.3432617,-0.2568359
166,-4.875,-40.5,76.5,-0.1352539,-0.3139648,0.8579102,0.06005859,-0.355957,-0.2436523
167,-5,-40.75,79.25,-0.1274414,-0.3603516,0.8378906,0.06005859,-0.355957,-0.2436523
168,-4.8125,-40.1875,81.125,-0.1870117,-0.2910156,0.8735352,0.046875,-0.3632813,-0.2597656
169,-3.625,-40.0625,81.25,-0.2070313,-0.2910156,0.8735352,0.046875,-0.3432617,-0.2568359
170,-1.3125,-38.6875,80.5,-0.2548828,-0.2641602,0.9248047,0.046875,-0.3432617,-0.2568359
171,1.375,-36.8125,80.375,-0.2426758,-0.2641602,0.9526367,0.03613281,-0.3457031,-0.262207
172,3.75,-34.5625,78.25,-0.2983398,-0.2290039,1,0.03320313,-0.340332,-0.2543945
173,5.0625,-31.375,75,-0.3344727,-0.2524414,1.035645,0.03320313,-0.340332,-0.2543945
174,6.75,-28.75,71.4375,-0.4057617,-0.1982422,1.075195,0.03076172,-0.3330078,-0.2387695
175,8.1875,-27.625,67.4375,-0.4379883,-0.1865234,1.047363,0.03076172,-0.3330078,-0.2387695
176,7.6875,-25.625,61.625,-0.4458008,-0.109375,1.075195,0.02783203,-0.3378906,-0.2568359
177,2.5,-22.25,54.875,-0.4814453,-0.02832031,1.130371,0.02294922,-0.3378906,-0.2543945
179,-4.4375,-18.375,46.6875,-0.5014648,0.02929688,1.14209,0.02294922,-0.3378906,-0.2543945
180,-12.4375,-13.375,37,-0.5371094,0.08349609,1.14209,0.02001953,-0.340332,-0.2519531
181,-23.4375,-7.9375,28.9375,-0.5253906,0.07568359,1.098633,0.02001953,-0.340332,-0.2519531
182,-42,-2.4375,24.8125,-0.5332031,0.02929688,1.102539,0.01757813,-0.340332,-0.2519531
183,-62.375,2.625,25.8125,-0.5649414,-0.05126953,1.039551,0.02783203,-0.3300781,-0.2490234
184,-83.9375,5.4375,28.9375,-0.5175781,-0.09765625,1.055176,0.02783203,-0.3300781,-0.2490234
185,-97.375,4.8125,30.625,-0.5332031,-0.1943359,1.114746,0.01757813,-0.3251953,-0.246582
186,-97.8125,-0.125,28.875,-0.4619141,-0.2368164,1.122559,0.02539063,-0.3071289,-0.2597656
187,-89.6875,-5.375,20.375,-0.394043,-0.2641602,1.181641,0.02539063,-0.3071289,-0.2597656
188,-74.75,-10.25,7.0625,-0.3422852,-0.3105469,1.264648,0.02783203,-0.2866211,-0.2519531
189,-55,-15.3125,-8.9375,-0.2070313,-0.3452148,1.316406,0.02783203,-0.2866211,-0.2519531
190,-38.6875,-18.9375,-23.0625,-0.1870117,-0.3759766,1.438965,0.01757813,-0.2944336,-0.2387695
191,-27.0625,-19.6875,-32.0625,-0.1035156,-0.3876953,1.442871,0.01757813,-0.2817383,-0.2387695
192,-20.5625,-19.0625,-34.25,-0.05957031,-0.3491211,1.498047,0.01757813,-0.2817383,-0.2387695
193,-17.9375,-15.25,-33.6875,-0.0078125,-0.3642578,1.581055,0.02539063,-0.2763672,-0.2543945
194,-15.25,-10.125,-34.125,0.02734375,-0.3681641,1.628418,0.02539063,-0.2763672,-0.2543945
195,-12.9375,-3,-36.1875,0.08300781,-0.3066406,1.667969,0.02001953,-0.2792969,-0.2436523
196,-11.0625,4.875,-40.75,0.1269531,-0.3178711,1.65625,0.009277344,-0.2792969,-0.2412109
197,-10.125,12.875,-46.1875,0.09912109,-0.2641602,1.652344,0.009277344,-0.2792969,-0.2412109
198,-9.0625,19.1875,-50.25,0.06738281,-0.2138672,1.577148,0.01757813,-0.2763672,-0.246582
199,-8.625,21.625,-52.3125,0.01953125,-0.2021484,1.478027,0.01757813,-0.2763672,-0.2568359
200,-8.3125,20.3125,-54.875,-0.02001953,-0.2250977,1.430664,0.01757813,-0.2763672,-0.2568359
201,-9.25,16.625,-55.1875,-0.05175781,-0.2177734,1.375488,0.00390625,-0.2890625,-0.246582
202,-11.4375,12.5625,-52.375,-0.05957031,-0.2290039,1.379395,0.00390625,-0.2890625,-0.246582
203,-14.25,9.8125,-48.875,0.015625,-0.2216797,1.371582,0.02001953,-0.2792969,-0.2490234
204,-16.5,8.5625,-48.125,0.07128906,-0.2060547,1.399414,0.02539063,-0.2792969,-0.2436523
205,-15.25,9.875,-50.5,0.1469727,-0.2177734,1.39502,0.02539063,-0.2792969,-0.2436523
206,-14.3125,14,-53.125,0.1904297,-0.2714844,1.407227,0.02294922,-0.2817383,-0.246582
207,-13.3125,19.1875,-52.0625,0.1704102,-0.2871094,1.39502,0.02294922,-0.2817383,-0.246582
208,-9.625,23.625,-51.8125,0.1704102,-0.3105469,1.34375,0.02294922,-0.2714844,-0.2490234
209,-2,25.5625,-52.75,0.1308594,-0.3798828,1.324219,0.02783203,-0.2739258,-0.2436523
210,7.4375,25.8125,-53.5625,0.09912109,-0.3759766,1.221191,0.02783203,-0.2739258,-0.2436523
211,16.875,24.25,-53.5625,0.07519531,-0.4067383,1.20166,0.02001953,-0.2792969,-0.2436523
212,27,21.8125,-53.375,0.1030273,-0.402832,1.150391,0.02294922,-0.2841797,-0.2543945
213,35.1875,18.625,-52.25,0.03955078,-0.3603516,1.122559,0.02294922,-0.2841797,-0.2543945
214,41.25,14.9375,-50.375,0.06298828,-0.3139648,1.05127,0.03076172,-0.2866211,-0.2490234
215,45.4375,11.8125,-47.8125,0.06738281,-0.3066406,1.011719,0.03076172,-0.2866211,-0.2490234
216,44.875,9.3125,-41.75,0.04736328,-0.2949219,1.031738,0.03076172,-0.3022461,-0.2597656
217,43.5625,7.625,-35.3125,0.03955078,-0.2485352,0.9882813,0.03613281,-0.3022461,-0.246582
218,42.375,5.625,-32.5,0.06738281,-0.2250977,1.003906,0.03613281,-0.3022461,-0.246582
219,43.625,3.75,-32.6875,0.06298828,-0.1982422,0.9882813,0.03320313,-0.3149414,-0.2519531
220,46.3125,2.1875,-33.4375,0.05517578,-0.2216797,1,0.03320313,-0.3149414,-0.2519531
221,47.8125,2.1875,-32.1875,0.08300781,-0.1982422,0.9804688,0.03076172,-0.3149414,-0.2543945
222,46.625,3.5625,-30.5625,0.05517578,-0.2250977,1.003906,0.02783203,-0.3251953,-0.2543945
223,45.875,5.8125,-30.375,0.08300781,-0.1713867,0.9448242,0.02783203,-0.3251953,-0.2543945
224,44.5,8.5,-31.625,0.08300781,-0.1713867,1.011719,0.03613281,-0.3300781,-0.2387695
225,42.25,12.0625,-32.1875,0.07910156,-0.175293,0.9248047,0.03857422,-0.3354492,-0.2519531
226,40.1875,15.3125,-32.375,0.04345703,-0.1865234,0.9248047,0.03857422,-0.3354492,-0.2519531
227,37.9375,18.1875,-32.0625,0.01953125,-0.1479492,0.8974609,0.03613281,-0.340332,-0.246582
228,36,19.5625,-32.5625,-0.03173828,-0.1518555,0.8339844,0.03613281,-0.340332,-0.246582
229,34.125,18.5,-33.25,-0.04785156,-0.1171875,0.7905273,0.03613281,-0.3457031,-0.2436523
230,32.625,15.25,-34.375,-0.09130859,-0.125,0.7749023,0.03320313,-0.3481445,-0.2519531
231,31.25,10.375,-34.375,-0.1591797,-0.159668,0.7827148,0.03320313,-0.3481445,-0.2519531
232,27.625,6.0625,-30.4375,-0.1235352,-0.1713867,0.7749023,0.03076172,-0.3505859,-0.2597656
233,22.125,1.6875,-25.1875,-0.09130859,-0.175293,0.8022461,0.03076172,-0.3505859,-0.2597656
234,15.6875,-1.6875,-22.8125,-0.04785156,-0.1635742,0.8261719,0.03857422,-0.3608398,-0.2543945
235,8.25,-2.6875,-20.8125,0.03955078,-0.1479492,0.8774414,0.04150391,-0.3505859,-0.2568359
236,1.625,-1.375,-18.9375,0.05517578,-0.1865234,0.956543,0.04150391,-0.3505859,-0.2568359
237,-3,2.875,-17.5625,0.1230469,-0.2021484,1.015625,0.03857422,-0.3505859,-0.2568359
238,-7.375,9.3125,-15.375,0.1308594,-0.2485352,1.043457,0.03613281,-0.3632813,-0.2543945
239,-10.6875,18.875,-13.875,0.1943359,-0.2524414,1.079102,0.03613281,-0.3632813,-0.2543945
240,-11,27.75,-15.625,0.2104492,-0.2675781,1.106934,0.04150391,-0.3505859,-0.2597656
241,-7.0625,34.6875,-19.75,0.1865234,-0.2792969,1.098633,0.04150391,-0.3505859,-0.2597656
242,-2.875,41.0625,-23.5625,0.1508789,-0.2792969,1.031738,0.03857422,-0.3583984,-0.246582
244,-0.625,45.75,-26.8125,0.1069336,-0.2753906,1.003906,0.05224609,-0.3530273,-0.2597656
245,-0.875,47.9375,-27.3125,0.09912109,-0.2407227,0.9804688,0.05224609,-0.3530273,-0.2597656
246,-1.9375,49.25,-26.375,0.07910156,-0.2177734,0.9287109,0.0546875,-0.3632813,-0.2568359
247,-6.75,49.0625,-24.5,0.03515625,-0.1904297,0.8930664,0.0546875,-0.3632813,-0.2568359
248,-11.375,46.875,-21.875,0.003417969,-0.2099609,0.9013672,0.06298828,-0.3632813,-0.2675781
249,-13.25,42.375,-19.875,-0.01171875,-0.2250977,0.9248047,0.06542969,-0.3505859,-0.2568359
250,-12.8125,37.75,-19.0625,-0.02001953,-0.2407227,0.9760742,0.06542969,-0.3505859,-0.2568359
251,-11.25,33.0625,-20.5625,0.04736328,-0.2641602,1.063477,0.07617188,-0.3530273,-0.2651367
252,-7.3125,29.25,-21.8125,0.08691406,-0.3066406,1.150391,0.06835938,-0.355957,-0.2597656
253,-3.625,27.3125,-23.1875,0.1269531,-0.3295898,1.241211,0.06835938,-0.355957,-0.2597656
254,-1.875,31.125,-26.4375,0.1748047,-0.2871094,1.335938,0.08154297,-0.3530273,-0.246582
255,-4.4375,37.75,-27.3125,0.206543,-0.2602539,1.375488,0.08154297,-0.3530273,-0.246582
256,-9.5625,44.9375,-29,0.1826172,-0.2675781,1.355957,0.08935547,-0.355957,-0.2568359
257,-13.3125,48.3125,-29.6875,0.1625977,-0.3178711,1.316406,0.09228516,-0.3662109,-0.2568359
258,-12.375,47.5625,-30.5,0.1030273,-0.3603516,1.280762,0.09228516,-0.3662109,-0.2568359
259,-10.125,43.375,-33.3125,0.06738281,-0.3916016,1.268555,0.09472656,-0.3583984,-0.2597656
260,-5.9375,36.6875,-36.75,0.03955078,-0.402832,1.233398,0.09472656,-0.3583984,-0.2597656
261,-4.3125,30.75,-37.5625,0.0234375,-0.4223633,1.264648,0.09472656,-0.3583984,-0.2597656
262,-6,27.8125,-37.1875,0.03125,-0.418457,1.288574,0.1132813,-0.355957,-0.2675781
263,-14.125,27.8125,-37.3125,0.04345703,-0.3798828,1.249023,0.1132813,-0.355957,-0.2675781
264,-23.875,28.875,-33.9375,0.04736328,-0.3681641,1.284668,0.1132813,-0.355957,-0.2675781
265,-29.25,28.75,-26.1875,0.1108398,-0.3530273,1.328125,0.1132813,-0.3530273,-0.2597656
266,-26.1875,29.625,-20.625,0.1108398,-0.3759766,1.359863,0.1132813,-0.3530273,-0.2597656
267,-18.8125,30.75,-20.875,0.1147461,-0.3798828,1.351563,0.1132813,-0.3530273,-0.2597656
268,-8.125,29.8125,-24.375,0.1508789,-0.3564453,1.387207,0.1132813,-0.3530273,-0.2597656
269,3.9375,27.1875,-29.125,0.09521484,-0.3916016,1.347656,0.1186523,-0.3505859,-0.262207
270,13,24.75,-33.5625,0,-0.402832,1.34375,0.1186523,-0.3505859,-0.262207
271,20.1875,21.0625,-39.8125,-0.02783203,-0.3295898,1.296387,0.1186523,-0.3505859,-0.262207
272,25.875,18.3125,-46.1875,-0.09130859,-0.3334961,1.272949,0.1269531,-0.355957,-0.2651367
273,29.25,12.8125,-50.5,-0.1196289,-0.2910156,1.237305,0.1269531,-0.355957,-0.2651367
274,32.6875,4.9375,-53.9375,-0.1352539,-0.2675781,1.233398,0.1269531,-0.355957,-0.2651367
275,37.375,-4.4375,-58.0625,-0.1391602,-0.2602539,1.213379,0.1293945,-0.3583984,-0.2543945
276,43.3125,-13.25,-62.875,-0.1235352,-0.2641602,1.213379,0.1293945,-0.3583984,-0.2543945
277,48.25,-21.1875,-66.8125,-0.09130859,-0.2675781,1.25293,0.1293945,-0.3583984,-0.2543945
278,51.1875,-28.0625,-70.9375,-0.00390625,-0.2250977,1.256836,0.1269531,-0.3662109,-0.262207
279,51.8125,-32.625,-76.5625,0.04345703,-0.2177734,1.29248,0.1269531,-0.3662109,-0.262207
280,50.5625,-34.6875,-83.5,0.1069336,-0.1713867,1.335938,0.1269531,-0.3662109,-0.262207
281,52.125,-34.25,-90.75,0.1069336,-0.1865234,1.300293,0.1269531,-0.3662109,-0.262207
282,49.3125,-30.75,-99.5625,0.1704102,-0.1635742,1.25293,0.1186523,-0.3789063,-0.2597656
283,40.3125,-27.4375,-106.375,0.1748047,-0.175293,1.229492,0.1132813,-0.3867188,-0.2597656
284,34.1875,-22.9375,-111.875,0.1347656,-0.1787109,1.225098,0.1132813,-0.3867188,-0.2597656
285,34.25,-17.25,-116.3125,0.1269531,-0.1713867,1.177734,0.1054688,-0.3916016,-0.262207
286,28.0625,-7.6875,-106.0625,-0.0078125,-0.2602539,1.063477,0.1162109,-0.4018555,-0.2568359
287,12.875,-5.5625,-106.75,0.1269531,-0.1557617,0.9804688,0.1162109,-0.4018555,-0.2568359
288,13.0625,-4.9375,-108.25,0.04736328,-0.2138672,1.075195,0.1108398,-0.3916016,-0.2568359
289,18.875,-1.625,-110.3125,0.1347656,-0.2368164,1.035645,0.1108398,-0.3916016,-0.2568359
290,9.5625,4.25,-124.8125,0.1625977,-0.1054688,0.9487305,0.121582,-0.3969727,-0.262207
291,-4.0625,7.8125,-137.25,0.06738281,-0.3178711,0.9804688,0.1186523,-0.3994141,-0.2568359
292,15.6875,9.5,-134.0625,0.01123047,-0.3759766,1.015625,0.1186523,-0.3994141,-0.2568359
293,35.4375,7.125,-126.4375,0.0234375,-0.3413086,0.9208984,0.1293945,-0.409668,-0.2543945
294,47.125,5.5625,-123.1875,-0.01611328,-0.2753906,0.8735352,0.1293945,-0.409668,-0.2543945
295,48.375,7.4375,-125.5,0.03955078,-0.2792969,0.8618164,0.1162109,-0.4042969,-0.2597656
296,51.8125,9,-126.3125,0.06298828,-0.2753906,0.8813477,0.1186523,-0.4169922,-0.2597656
297,61.3125,6.4375,-123.625,0.03955078,-0.2641602,0.8974609,0.1186523,-0.4169922,-0.2597656
298,71.4375,7.5625,-117.6875,-0.03173828,-0.2753906,0.8774414,0.1347656,-0.4272461,-0.2490234
299,70.875,20.4375,-115,0.02734375,-0.2250977,0.9130859,0.1401367,-0.4248047,-0.2568359
300,56.5625,30.1875,-119.6875,0.08691406,-0.2138672,0.9169922,0.1401367,-0.4248047,-0.2568359
301,58.5625,63.1875,-122.0625,-0.08740234,-0.3027344,1.517578,0.1323242,-0.4350586,-0.246582
302,88.375,79.375,-112.375,0.1269531,-0.2832031,0.8618164,0.1323242,-0.4350586,-0.246582
303,87.8125,68.8125,-97.75,0.1030273,-0.2329102,0.8061523,0.1401367,-0.4477539,-0.2597656
304,78.75,55.4375,-80.9375,0.07128906,-0.1210938,0.8813477,0.1640625,-0.453125,-0.2387695
305,66.4375,40.75,-69.1875,0.1347656,-0.1210938,0.8378906,0.1640625,-0.453125,-0.2387695
306,50.6875,21,-63.0625,0.1943359,-0.08984375,0.8735352,0.1694336,-0.4658203,-0.2387695
307,32.75,3.6875,-61.125,0.1704102,-0.125,0.9169922,0.1694336,-0.4658203,-0.2387695
309,23.0625,-9.0625,-56.375,0.1108398,-0.1171875,0.9643555,0.1616211,-0.4658203,-0.2436523
310,21.3125,-12.875,-53.875,0.1347656,-0.1401367,0.9882813,0.1694336,-0.4736328,-0.2543945
311,20.75,-17.5,-50.3125,0.1108398,-0.159668,0.9526367,0.1694336,-0.4736328,-0.2543945
312,21.875,-27.25,-44.4375,0.1191406,-0.1635742,0.9960938,0.1694336,-0.4736328,-0.2412109
313,22.0625,-28.75,-43.5625,0.1347656,-0.1787109,1.05127,0.1723633,-0.4707031,-0.2412109
314,21.4375,-24.0625,-48.9375,0.1191406,-0.1635742,1.047363,0.1723633,-0.4707031,-0.2412109
315,24.6875,-16.875,-55.5625,0.1547852,-0.159668,1.075195,0.1616211,-0.4760742,-0.246582
316,38.25,-10.4375,-63.6875,0.1665039,-0.09765625,1.130371,0.1616211,-0.4760742,-0.246582
317,57.75,0,-74.75,0.1469727,-0.02832031,1.158203,0.1723633,-0.4785156,-0.2436523
318,67.25,17.4375,-90.1875,0.1108398,-0.04736328,1.154297,0.1748047,-0.4912109,-0.2358398
319,63.125,21.5625,-97.5,0.1308594,-0.07861328,1.114746,0.1748047,-0.4912109,-0.2358398
320,59.125,9.3125,-97.625,0.1547852,-0.07470703,1.138184,0.1777344,-0.4990234,-0.2358398
321,59.625,-0.375,-94.5,0.1191406,-0.1132813,1.169922,0.1777344,-0.4990234,-0.2358398
322,51,-5.375,-89.5,0.08300781,-0.1132813,1.185547,0.1748047,-0.5014648,-0.2387695
323,46.875,-5.5,-85.8125,0.04736328,-0.159668,1.177734,0.1884766,-0.5092773,-0.2387695
324,52.125,-2.625,-84.0625,0.06738281,-0.1328125,1.154297,0.1884766,-0.5092773,-0.2387695
325,62.4375,-1.5625,-87.0625,0.09912109,-0.159668,1.138184,0.1723633,-0.5146484,-0.2387695
326,73.125,5.0625,-90.0625,0.02734375,-0.2060547,1.079102,0.1884766,-0.5219727,-0.230957
327,76.875,9.8125,-85.5,0.0234375,-0.159668,1,0.1884766,-0.5219727,-0.230957
328,67.625,1.9375,-77,-0.01611328,-0.1054688,0.9804688,0.1855469,-0.5195313,-0.2226563
329,50.4375,-6,-70.8125,-0.01611328,-0.04003906,1,0.1855469,-0.5195313,-0.2226563
330,22.6875,10.625,-74.375,0.015625,-0.01269531,1.067383,0.190918,-0.5400391,-0.2280273
331,-8.875,36.1875,-89.0625,0.04345703,0.009765625,1.14209,0.1933594,-0.5195313,-0.2255859
332,-29.5625,86.5625,-103.125,0.01953125,0.001953125,1.264648,0.1933594,-0.5195313,-0.2255859
333,-53.375,134.3125,-108.9375,0.05126953,0.06005859,1.146484,0.2094727,-0.5249023,-0.2255859
334,-83.9375,156.375,-113,0.1030273,0.04833984,1.106934,0.2094727,-0.5249023,-0.2255859
335,-98.3125,156.875,-118,0.1191406,0.04833984,1.134277,0.2255859,-0.5170898,-0.2333984
336,-104.1875,148.75,-121.3125,0.0234375,-0.04003906,1.150391,0.2602539,-0.5014648,-0.2280273
337,-106.4375,168.0625,-123.1875,0.05126953,-0.09375,1.233398,0.2602539,-0.5014648,-0.2280273
338,-120.0625,193.75,-121.9375,0.05517578,-0.1674805,1.29248,0.2709961,-0.480957,-0.2226563
339,-115.5625,156.4375,-125.6875,0.05908203,-0.1054688,1.245117,0.3056641,-0.4736328,-0.2202148
340,-72,112.4375,-149.0625,-0.01611328,-0.2714844,1.387207,0.3056641,-0.4736328,-0.2202148
341,-14.5625,90.875,-144.3125,-0.08740234,-0.3876953,1.276855,0.3085938,-0.4658203,-0.2255859
342,11.3125,53.8125,-127,-0.21875,-0.3837891,1.11084,0.3085938,-0.4658203,-0.2255859
343,15.25,23.5625,-112.625,-0.2070313,-0.3413086,1.023926,0.3325195,-0.4506836,-0.2226563
344,-3.8125,6.1875,-105.5625,-0.1152344,-0.1787109,1.003906,0.3325195,-0.453125,-0.2177734
345,-22.375,-7.3125,-109.625,0.003417969,-0.1132813,0.9960938,0.3325195,-0.453125,-0.2177734
346,-15.25,-20.8125,-114.4375,-0.00390625,-0.1557617,1.185547,0.3432617,-0.4477539,-0.2177734
347,19.625,-38.375,-112.625,0,-0.2485352,1.296387,0.3432617,-0.4477539,-0.2177734
348,46,-48.125,-110.5,0.01953125,-0.1943359,1.260742,0.3378906,-0.4404297,-0.2202148
349,41.3125,-51.75,-106.875,0.015625,-0.175293,1.193848,0.3271484,-0.4375,-0.2124023
350,26.25,-60.8125,-102.25,0.007324219,-0.1518555,1.181641,0.3271484,-0.4375,-0.2124023
351,12.75,-68.875,-99.625,-0.04003906,-0.09765625,1.205566,0.3325195,-0.4326172,-0.2202148
352,4.8125,-67.5625,-103.25,-0.02783203,-0.1132813,1.25293,0.3164063,-0.4375,-0.2177734
353,-0.875,-69.8125,-101.0625,-0.01611328,-0.1362305,1.205566,0.3164063,-0.4375,-0.2177734
354,-5.4375,-72,-101.3125,0.007324219,-0.1210938,1.20166,0.3217773,-0.4301758,-0.2255859
355,-8.75,-65,-101.6875,0.015625,-0.125,1.233398,0.3217773,-0.4301758,-0.2255859
356,-11.625,-43.875,-111.5,0.1665039,-0.07861328,1.375488,0.3110352,-0.4272461,-0.2202148
357,-3.625,-11.375,-132.1875,0.2265625,-0.04394531,1.308105,0.3110352,-0.4272461,-0.2387695
358,4.375,22.5625,-154.5625,0.1987305,-0.05126953,1.347656,0.3110352,-0.4272461,-0.2387695
359,6.4375,98.5,-195.4375,0.3139648,0.152832,1.233398,0.3139648,-0.4223633,-0.2226563
360,-26.6875,205.6875,-245.6875,0.6801758,0.2612305,1.458496,0.3139648,-0.4223633,-0.2226563
361,-66.9375,357.9375,-314.1875,0.9667969,0.5200195,1.754883,0.3349609,-0.3994141,-0.2202148
362,-118.6875,481.6875,-378.375,0.3217773,0.001953125,2.284668,0.3696289,-0.3837891,-0.2070313
363,107.75,325.625,-396.5625,-0.8198242,-0.6196289,1.592773,0.3696289,-0.3837891,-0.2070313
364,317.25,82,-372.6875,-0.8041992,-1.268555,0.9604492,0.409668,-0.3530273,-0.1884766
365,345.5625,13.25,-257,-0.6567383,-0.9248047,0.5849609,0.434082,-0.3710938,-0.175293
366,200.625,-25.0625,-171,-0.668457,-0.402832,-0.05859375,0.434082,-0.3710938,-0.175293
