Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
349,-4.375,7.25,-6.5,0.1469727,0.7670898,0.7626953,-0.04638672,-0.4121094,0.1318359
350,-8.125,9.625,-0.5,0.07128906,0.8251953,0.7314453,-0.04638672,-0.4121094,0.1318359
351,-11.625,13.5625,7.9375,0.1030273,0.8017578,0.7270508,-0.04638672,-0.4121094,0.1318359
352,-9.375,20.125,12.125,0.05126953,0.7983398,0.6835938,-0.04638672,-0.4121094,0.1318359
353,-12.375,12.9375,16.3125,0.1191406,0.7363281,0.7666016,-0.04638672,-0.4121094,0.1318359
354,-7.125,12.5625,20.0625,0.1108398,0.8134766,0.7709961,-0.04638672,-0.4121094,0.1318359
355,-6.25,18.125,20.4375,0.05517578,0.7553711,0.7587891,-0.04638672,-0.4121094,0.1318359
356,-0.25,14.875,22.625,0.07519531,0.7246094,0.7788086,-0.04638672,-0.4121094,0.1318359
357,7.625,11.6875,27.125,0.04736328,0.7167969,0.7626953,-0.04638672,-0.4121094,0.1318359
358,12.375,12.125,34,0.04345703,0.7480469,0.7470703,-0.04638672,-0.4121094,0.1318359
359,14.0625,13.0625,39.875,0.04736328,0.7788086,0.7353516,-0.04638672,-0.4121094,0.1318359
360,12.6875,14.625,41.6875,0.1586914,0.8134766,0.7036133,-0.04638672,-0.4121094,0.1318359
361,11.0625,7.375,34,0.1547852,0.8134766,0.7548828,-0.04638672,-0.4121094,0.1318359
362,8.4375,4.125,29.8125,0.1147461,0.7905273,0.7626953,-0.04638672,-0.4121094,0.1318359
363,8.625,5.8125,23.0625,0.1191406,0.7285156,0.715332,-0.04638672,-0.4121094,0.1318359
364,9.0625,5.0625,17.0625,0.1069336,0.7167969,0.7548828,-0.04638672,-0.4121094,0.1318359
365,5.375,5.125,11.8125,0.1230469,0.7592773,0.7353516,-0.04638672,-0.4121094,0.1318359
366,1.625,3.625,8.3125,0.1547852,0.7827148,0.7036133,-0.04638672,-0.4121094,0.1318359
367,0.375,0.625,8.0625,0.1069336,0.7709961,0.7231445,-0.04638672,-0.4121094,0.1318359
