Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
191,26.8125,51.0625,41.875,-0.09130859,0.5390625,1.225098,0.2177734,-0.5551758,-0.2045898
192,7.9375,38.25,31.25,-0.06787109,0.4697266,1.189941,0.2177734,-0.5551758,-0.2045898
193,-8.625,30.5,25,-0.01171875,0.4155273,1.280762,0.2070313,-0.5629883,-0.1938477
194,-18.0625,32,20.875,0.07519531,0.3383789,1.316406,0.2070313,-0.5629883,-0.1938477
195,-20.5625,39.75,16,0.08300781,0.253418,1.29248,0.2148438,-0.5605469,-0.2070313
196,-19.4375,50.4375,12.4375,0.08300781,0.1796875,1.225098,0.2148438,-0.5551758,-0.1884766
197,-10.5,61.4375,8.0625,0.09912109,0.152832,1.114746,0.2148438,-0.5551758,-0.1884766
198,2.375,68.3125,4,0.08691406,0.1298828,0.9643555,0.2255859,-0.5551758,-0.2045898
199,14.75,68.375,3.5625,0.04736328,0.1259766,0.8183594,0.2255859,-0.5551758,-0.2045898
200,24.4375,61.25,6.1875,-0.0078125,0.1411133,0.6640625,0.2441406,-0.5605469,-0.2016602
201,28.625,47,8.5625,-0.02783203,0.1411133,0.5732422,0.2416992,-0.5527344,-0.1884766
202,27.5,28.625,10.75,-0.06347656,0.09472656,0.5966797,0.2416992,-0.5527344,-0.1884766
203,26.25,11.9375,13.375,-0.04785156,0.08349609,0.5732422,0.2441406,-0.5605469,-0.1938477
204,28.625,-1.125,19.125,-0.02783203,0.009765625,0.6049805,0.2441406,-0.5732422,-0.1806641
205,32.4375,-9.875,23.5,-0.0078125,-0.0009765625,0.5849609,0.2441406,-0.5732422,-0.1806641
206,28.6875,-19.1875,25,-0.01171875,0.06005859,0.5297852,0.2416992,-0.5605469,-0.1962891
207,7.75,-35.5625,24.625,-0.04003906,0.1489258,0.4428711,0.2416992,-0.5605469,-0.1962891
208,-24.6875,-63.125,24.625,-0.07958984,0.2148438,0.4189453,0.2470703,-0.5708008,-0.1914063
209,-55.0625,-90.6875,21.375,-0.07568359,0.2724609,0.5888672,0.2338867,-0.5708008,-0.1962891
210,-72.3125,-106.375,10.625,0.015625,0.2338867,0.8100586,0.2338867,-0.5708008,-0.1962891
211,-76.375,-100,-10.5625,0.06738281,0.2456055,1.015625,0.2255859,-0.5654297,-0.1962891
212,-86.6875,-64.4375,-58.625,0.1230469,0.3613281,1.173828,0.2255859,-0.5654297,-0.1962891
213,-74.375,-21.4375,-86.125,0.01953125,0.1992188,1.233398,0.2094727,-0.5605469,-0.2070313
214,-32.875,-7.6875,-96.3125,0.02734375,0.09082031,1.063477,0.2041016,-0.5551758,-0.2045898
215,-5,-8.9375,-103.625,0.0234375,0.03710938,0.8457031,0.2041016,-0.5551758,-0.2045898
216,-6.5,-14.4375,-106.625,0.08691406,-0.03222656,0.7788086,0.2124023,-0.5375977,-0.2124023
217,-12.125,-23.5625,-106.25,0.06298828,-0.05517578,0.7666016,0.2177734,-0.5400391,-0.2070313
218,-14.4375,-37.125,-98.25,0.1308594,-0.175293,0.7666016,0.2177734,-0.5400391,-0.2070313
219,-14.625,-47.75,-96.5625,0.2421875,-0.05126953,0.7192383,0.2148438,-0.5478516,-0.2148438
220,5.6875,-46.9375,-76.4375,0.2739258,-0.453125,0.9326172,0.2148438,-0.5478516,-0.2148438
221,24.375,-46.625,-47.0625,0.3696289,-0.4453125,0.9013672,0.2094727,-0.5322266,-0.2124023
222,35.75,-48.3125,-24.1875,0.4013672,-0.4301758,0.8261719,0.2177734,-0.550293,-0.2094727
223,30.75,-57.5,-4.8125,0.3774414,-0.3491211,0.7470703,0.2177734,-0.550293,-0.2094727
224,17.625,-74.75,13.125,0.3417969,-0.2446289,0.8144531,0.2016602,-0.5400391,-0.2177734
225,1.8125,-87.1875,28.9375,0.3100586,-0.175293,0.8696289,0.2016602,-0.5400391,-0.2177734
226,-16.1875,-92.9375,34.625,0.3217773,-0.04736328,0.9208984,0.1855469,-0.5478516,-0.2177734
227,-28.3125,-95.625,32.375,0.262207,-0.01269531,1.055176,0.1855469,-0.5375977,-0.2177734
228,-31.25,-92.0625,26.5625,0.2543945,0.009765625,1.079102,0.1855469,-0.5375977,-0.2177734
229,-31.5625,-89.875,22.4375,0.206543,-0.008789063,1.035645,0.1748047,-0.534668,-0.2148438
230,-39.75,-93.375,19.1875,0.1704102,0.03320313,0.9287109,0.1586914,-0.534668,-0.2202148
231,-48.3125,-106.5,12.375,0.1586914,0.1025391,0.8813477,0.1586914,-0.534668,-0.2202148
232,-49.8125,-121.3125,2.6875,0.1469727,0.1103516,0.9682617,0.1455078,-0.5322266,-0.2255859
233,49.9375,194.1875,-48.625,1.448242,0.3383789,6.450684,0.1455078,-0.5322266,-0.2255859
234,87.0625,191.6875,-182.25,0.4731445,0.5703125,-0.01513672,0.1484375,-0.5219727,-0.2255859
235,23.75,64.1875,-134.9375,-0.02392578,-0.07080078,0.5175781,0.1723633,-0.5219727,-0.2202148
236,-52,14.75,-36.9375,0.07910156,-0.2407227,1.039551,0.1723633,-0.5219727,-0.2202148
237,-69.25,-8.375,-4.75,0.2939453,0.1259766,1.122559,0.1884766,-0.5322266,-0.2094727
238,-59.875,-27,-11.1875,0.1943359,0.1259766,1.209473,0.1884766,-0.5322266,-0.2094727
239,-35.9375,-27.9375,-11.3125,0.03955078,0.09863281,1.276855,0.1801758,-0.5273438,-0.2255859
240,-21.4375,-23.4375,-10.4375,0.05517578,0.06396484,1.158203,0.1723633,-0.5170898,-0.2148438
241,-27.9375,-27,-18.375,0.1586914,0.1259766,1.102539,0.1723633,-0.5170898,-0.2148438
242,-47.5,-30.9375,-34.1875,0.1469727,0.1142578,1.158203,0.1801758,-0.5117188,-0.2202148
244,-63.0625,-37.0625,-46.625,0.09521484,0.01367188,1.169922,0.1777344,-0.5146484,-0.2255859
245,-68.875,-37.125,-52.625,0.09521484,-0.07470703,1.284668,0.1777344,-0.5146484,-0.2255859
246,-57.875,-23.125,-59.8125,0.1191406,-0.1210938,1.399414,0.1669922,-0.4912109,-0.2202148
247,-34.5,-8.4375,-67.5,0.1230469,-0.1479492,1.430664,0.1669922,-0.4912109,-0.2202148
248,-21,22.6875,-72.5625,0.07128906,-0.1674805,1.391113,0.1723633,-0.4941406,-0.2333984
249,-11.0625,41,-74.625,0.1625977,-0.2021484,1.367676,0.1748047,-0.4863281,-0.230957
250,3.375,72.9375,-82.1875,0.1586914,-0.2407227,1.332031,0.1748047,-0.4863281,-0.230957
251,12.9375,93.75,-76.0625,0.1469727,-0.2832031,1.304199,0.1884766,-0.480957,-0.2333984
252,6.3125,113.5625,-63.25,0.1865234,-0.2138672,1.154297,0.1884766,-0.480957,-0.2333984
253,-24.75,142.4375,-65.1875,0.2583008,-0.07080078,1.169922,0.2094727,-0.4863281,-0.2255859
254,-59.875,169.1875,-79,0.1826172,-0.05126953,1.134277,0.2177734,-0.4863281,-0.2358398
255,-73.8125,190.5,-99.8125,0.1469727,-0.008789063,1.094727,0.2177734,-0.4863281,-0.2358398
256,-65.4375,207.0625,-116.3125,0.2304688,-0.09375,1.296387,0.2470703,-0.4736328,-0.2280273
257,-28,214.0625,-123.25,0.465332,-0.1015625,1.458496,0.2788086,-0.4633789,-0.2202148
258,15.9375,184.625,-108,0.1865234,-0.3798828,1.304199,0.2788086,-0.4633789,-0.2202148
259,56.4375,41.6875,-55.375,0.1469727,-0.4223633,1.268555,0.3032227,-0.4633789,-0.2177734
260,76.625,-19.8125,-16.875,0.2304688,-0.05908203,1.023926,0.3032227,-0.4633789,-0.2177734
261,37.5,-18.4375,-8.625,0.1108398,0.06787109,1.086914,0.2949219,-0.4682617,-0.2202148
262,7.4375,-9.875,-13.5625,0.08691406,0.01757813,1.075195,0.2978516,-0.4736328,-0.2202148
263,4.5625,-2.25,-20.4375,0.07128906,0.009765625,1.197754,0.2978516,-0.4736328,-0.2202148
264,2.25,4.8125,-28.625,-0.02001953,0.01367188,1.134277,0.2978516,-0.4736328,-0.2226563
265,-6.4375,8,-33.25,0.01953125,0.1025391,1.035645,0.2978516,-0.4736328,-0.2226563
266,-20.1875,12,-39.375,-0.04785156,0.1103516,1.059082,0.2978516,-0.4682617,-0.2094727
267,-33,11.125,-48.125,-0.05957031,0.1875,1.09082,0.3032227,-0.4682617,-0.2148438
268,54,110.5,-57.8125,-0.07958984,0.001953125,1.158203,0.3032227,-0.4682617,-0.2148438
269,72.125,15.3125,-38.5625,-0.2426758,-0.07470703,1.003906,0.3110352,-0.4736328,-0.2202148
270,35.125,9.625,-9.8125,-0.2744141,0.1142578,0.7509766,0.3110352,-0.4838867,-0.2202148
271,-49.6875,-9.9375,-1.5625,-0.2070313,0.01367188,0.6640625,0.3110352,-0.4838867,-0.2202148
272,-70.4375,-17.125,5.1875,-0.1513672,-0.09375,0.9208984,0.3085938,-0.4736328,-0.2148438
273,-102.875,-19.125,3.3125,-0.05566406,-0.0009765625,1.071289,0.3085938,-0.4736328,-0.2148438
274,-117.0625,-17.625,-2.75,-0.03173828,-0.1518555,1.079102,0.3110352,-0.4682617,-0.2148438
275,-105.0625,-15.375,-8.4375,0.02734375,-0.159668,1.229492,0.3056641,-0.4506836,-0.2148438
276,-81.6875,-9.9375,-14.3125,0.04345703,-0.1787109,1.185547,0.3056641,-0.4506836,-0.2148438
277,-52.125,-6.0625,-22.0625,0.04345703,-0.1557617,1.14209,0.3110352,-0.4404297,-0.2226563
278,-21.375,-6.4375,-29.6875,0.03515625,-0.1787109,1.20166,0.3110352,-0.4404297,-0.2226563
279,5.375,-6.0625,-31.3125,-0.01611328,-0.2485352,1.071289,0.3085938,-0.4428711,-0.2226563
280,31,-8.25,-28.4375,-0.02392578,-0.2138672,1.122559,0.3110352,-0.4272461,-0.2226563
281,50.875,-10.0625,-25.875,-0.02783203,-0.1557617,1.075195,0.3110352,-0.4272461,-0.2226563
282,59.375,-11.6875,-28.4375,-0.00390625,-0.1015625,1.015625,0.3188477,-0.4404297,-0.230957
283,59.3125,-13.75,-32.5,-0.00390625,-0.05517578,1.035645,0.3056641,-0.4375,-0.2177734
284,51.9375,-15.8125,-33.8125,-0.02783203,-0.02441406,1.003906,0.3056641,-0.4375,-0.2177734
285,39.4375,-18.3125,-29.5625,-0.00390625,-0.01660156,0.9604492,0.3085938,-0.4506836,-0.2226563
286,37.875,-20.75,-21.8125,-0.02001953,-0.2060547,1.09082,0.3085938,-0.4506836,-0.2226563
287,63,-23.5,-15.6875,0.007324219,-0.2832031,1.067383,0.3110352,-0.4506836,-0.2255859
288,86.875,-23.5625,-18.6875,0.09082031,-0.1865234,1.086914,0.3110352,-0.453125,-0.2202148
289,84.375,-20.375,-27.75,0.1308594,-0.04003906,1.007813,0.3110352,-0.453125,-0.2202148
290,55.9375,-19.1875,-32.4375,0.1269531,-0.0009765625,0.9130859,0.2949219,-0.4707031,-0.2202148
291,15.5,-21.875,-26.25,0.06298828,0.01367188,0.8813477,0.2949219,-0.4707031,-0.2202148
292,-20.125,-24.6875,-18.3125,0.07910156,-0.004882813,1,0.300293,-0.4682617,-0.2226563
293,-34.625,-25.0625,-15.25,0.07910156,-0.09375,1.114746,0.3032227,-0.4707031,-0.2124023
294,-28.75,-22.0625,-17.125,0.1347656,-0.1635742,1.079102,0.3032227,-0.4707031,-0.2124023
295,-14.375,-19.875,-17.625,0.1508789,-0.2138672,1.126465,0.300293,-0.4682617,-0.2226563
296,2.5,-17.875,-16.1875,0.222168,-0.2524414,1.126465,0.2978516,-0.4555664,-0.2148438
297,13,-15.9375,-13.1875,0.2421875,-0.1982422,1.130371,0.2978516,-0.4555664,-0.2148438
298,13.4375,-15.9375,-9.4375,0.234375,-0.1787109,1.102539,0.2841797,-0.4580078,-0.2226563
299,10.8125,-16.9375,-7.9375,0.1865234,-0.175293,1.086914,0.2841797,-0.4580078,-0.2226563
300,10.1875,-17.4375,-11.4375,0.1904297,-0.1557617,1.134277,0.2871094,-0.4707031,-0.2280273
301,11,-17.6875,-17.375,0.1748047,-0.109375,1.189941,0.2895508,-0.4609375,-0.2124023
302,14.1875,-18.125,-25.125,0.1625977,-0.08251953,1.20166,0.2895508,-0.4609375,-0.2124023
303,17.25,-18.5625,-30.125,0.1547852,-0.06689453,1.213379,0.2949219,-0.4633789,-0.2280273
304,15.5,-17.4375,-30.8125,0.1469727,-0.04394531,1.268555,0.2949219,-0.4633789,-0.2280273
305,9.25,-15.375,-28.5625,0.1386719,-0.04736328,1.276855,0.2817383,-0.4760742,-0.2333984
306,1.0625,-13.5,-23.875,0.1069336,-0.04736328,1.324219,0.2871094,-0.4609375,-0.2226563
307,-4.1875,-13.6875,-17.5,0.07910156,-0.06298828,1.308105,0.2871094,-0.4609375,-0.2226563
309,-3.3125,-15,-13.9375,0.01123047,-0.09375,1.359863,0.2895508,-0.4633789,-0.2226563
310,1.75,-16.8125,-12.4375,0,-0.04003906,1.34375,0.2924805,-0.4580078,-0.2202148
311,4.5625,-20.125,-10.3125,0.03125,-0.02050781,1.316406,0.2924805,-0.4580078,-0.2202148
312,6.3125,-25.625,-7.75,0.01953125,0.005859375,1.320313,0.2788086,-0.4633789,-0.2202148
313,10.125,-31.375,-8,0.05126953,0.005859375,1.296387,0.2788086,-0.4633789,-0.2202148
314,12.5625,-35.75,-9.375,0.08691406,0.04443359,1.308105,0.2841797,-0.4555664,-0.2280273
315,12.9375,-37.625,-9.75,0.1108398,0.03710938,1.375488,0.2739258,-0.4658203,-0.2226563
316,11.125,-36.625,-7.5,0.09912109,0.1259766,1.379395,0.2739258,-0.4658203,-0.2226563
317,7.5,-32.5625,-2.875,0.1069336,0.1411133,1.355957,0.2685547,-0.4707031,-0.2280273
318,2.9375,-27.6875,2.375,0.1108398,0.1142578,1.442871,0.2685547,-0.4707031,-0.2280273
319,-0.4375,-21.0625,8,0.2104492,0.1025391,1.418945,0.265625,-0.4785156,-0.2255859
320,-3,-13.8125,11.9375,0.1987305,0.1411133,1.458496,0.2631836,-0.4760742,-0.2280273
321,-2,-6.75,13.1875,0.1865234,0.1142578,1.462402,0.2631836,-0.4760742,-0.2280273
322,2.8125,-1.625,15.25,0.1191406,0.08740234,1.418945,0.2578125,-0.4658203,-0.2358398
323,7.8125,1.125,17.75,0.08691406,0.08740234,1.39502,0.2578125,-0.4736328,-0.2333984
324,10.625,0.5,20.8125,0.05517578,0.07958984,1.335938,0.2578125,-0.4736328,-0.2333984
325,10.875,-3.6875,22.3125,0.07128906,0.1025391,1.233398,0.2578125,-0.4682617,-0.2333984
326,9.3125,-10.5625,22.125,0.08691406,0.152832,1.217285,0.2578125,-0.4682617,-0.2333984
327,3.5,-18.4375,24,0.1069336,0.1450195,1.146484,0.2631836,-0.4707031,-0.2333984
328,-3.4375,-25.4375,26.5,0.1108398,0.152832,1.181641,0.2602539,-0.4707031,-0.2280273
329,-8.375,-30.3125,27.625,0.08691406,0.1489258,1.146484,0.2602539,-0.4707031,-0.2280273
330,-11.9375,-32.5,27.1875,0.1030273,0.152832,1.150391,0.2470703,-0.4785156,-0.230957
331,-27.875,-51.75,45.6875,0.1069336,-0.04394531,0.7788086,0.2470703,-0.4785156,-0.230957
332,-23.4375,-37.125,51.6875,0.2739258,-0.0009765625,1.498047,0.2470703,-0.4785156,-0.2358398
333,28.625,-28.4375,34.375,0.1586914,0.01367188,1.209473,0.2363281,-0.4760742,-0.2358398
334,51.8125,-26.25,24.125,0.1625977,0.009765625,1.146484,0.2363281,-0.4760742,-0.2358398
335,54.4375,-19.9375,21,0.2143555,0.152832,1.122559,0.230957,-0.4760742,-0.2412109
336,22.0625,-30.3125,5.6875,0.4013672,0.1992188,0.8579102,0.2255859,-0.4760742,-0.2280273
337,2.375,-24.0625,0.625,0.3139648,0.06787109,1.150391,0.2255859,-0.4760742,-0.2280273
338,16.375,-17.8125,-4.625,0.2421875,0.06396484,1.05127,0.2338867,-0.4838867,-0.2226563
339,22.5625,-14.375,-12.5,0.06298828,0.1259766,1.067383,0.2338867,-0.4838867,-0.2226563
340,13.0625,-10,-25,-0.02783203,0.1914063,1.047363,0.230957,-0.4912109,-0.2333984
341,-4.125,-9.5625,-24.5625,-0.04003906,0.08740234,0.984375,0.2148438,-0.4941406,-0.2333984
342,-7.875,-11.1875,-2.0625,-0.01611328,-0.05908203,1,0.2148438,-0.4941406,-0.2333984
343,-0.9375,-12.3125,16.0625,0.1787109,-0.02050781,0.9960938,0.2338867,-0.480957,-0.2333984
344,10.25,-13.25,16.8125,0.3618164,0.03320313,1.007813,0.2338867,-0.480957,-0.2333984
345,16.5625,-12.5625,-0.9375,0.4770508,0.09082031,1.027832,0.2231445,-0.4887695,-0.2387695
346,12.5625,-13.9375,-23.5,0.4135742,0.1411133,0.9804688,0.2148438,-0.4912109,-0.2280273
347,7.75,-15.0625,-35.6875,0.2104492,0.168457,0.8891602,0.2148438,-0.4912109,-0.2280273
348,4.125,-10.75,-39.1875,0.1308594,0.1259766,1.067383,0.2231445,-0.4838867,-0.2358398
349,-5.375,-18.0625,-40.25,0.06298828,0.1914063,0.9526367,0.2202148,-0.4838867,-0.2333984
350,-17.5,-41.5,-3.9375,0.003417969,-0.1328125,0.9526367,0.2202148,-0.4838867,-0.2333984
351,-10.3125,-13.875,27.625,0.1865234,-0.004882813,1.355957,0.2148438,-0.4863281,-0.2255859
352,4.8125,-9.6875,15.875,0.1748047,0.1411133,0.8974609,0.2148438,-0.4863281,-0.2255859
353,-1,-6.9375,-4.1875,0.1704102,0.06396484,1.019531,0.2202148,-0.496582,-0.2436523
354,-8.375,-2,-6.875,0.1108398,0.02929688,1.09082,0.2124023,-0.4838867,-0.2358398
355,-8.75,0.625,-1.6875,0.06298828,0.02539063,1.118652,0.2124023,-0.4838867,-0.2358398
356,-3.3125,1.125,2.0625,0.03955078,0.01367188,1.098633,0.2094727,-0.480957,-0.230957
357,1,2.6875,2.0625,0.0234375,0.02929688,1.063477,0.2094727,-0.480957,-0.230957
358,-0.8125,0.9375,-0.25,-0.01171875,0.07568359,0.9682617,0.2177734,-0.4912109,-0.2358398
359,-6.9375,-4.875,-6.25,0.0234375,0.203125,0.8852539,0.2177734,-0.4863281,-0.230957
360,-29.75,-18.25,-16.25,0.04736328,0.1762695,0.8339844,0.2177734,-0.4863281,-0.230957
361,-53,-20.1875,-6.375,0.1269531,0.04443359,1.015625,0.2070313,-0.4887695,-0.2333984
362,-50.625,-23,12,0.2661133,-0.04736328,1.05127,0.2177734,-0.4760742,-0.2387695
363,-29.0625,-20.3125,20.25,0.3579102,-0.1132813,1.134277,0.2177734,-0.4760742,-0.2387695
364,-11.25,-17.375,13.3125,0.4052734,-0.09765625,1.162109,0.2094727,-0.4785156,-0.2358398
365,-2.5,-13.8125,2.75,0.4013672,-0.125,1.083008,0.2094727,-0.4785156,-0.2358398
366,-1.375,-10.5,-1.25,0.3339844,-0.01269531,1.083008,0.2094727,-0.4736328,-0.2358398
367,2.9375,-12.0625,-2.875,0.2661133,0.07177734,1.106934,0.2041016,-0.4682617,-0.2436523
368,3.3125,-11.5,-3.1875,0.2304688,0.09472656,1.122559,0.2041016,-0.4682617,-0.2436523
369,0.5625,-9,6.4375,0.1826172,0.08740234,1.225098,0.2041016,-0.4760742,-0.230957
370,2.4375,-7.9375,12.5,0.2822266,0.06005859,1.169922,0.2041016,-0.4760742,-0.230957
