Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
264,17.125,-16.5,35.125,0.4970703,0.3691406,0.3950195,0.09472656,-0.3686523,-0.2568359
265,98.4375,65.1875,-27.5,1.205566,1.087891,0.6796875,0.1083984,-0.3686523,-0.262207
266,-82.5625,111.4375,17.4375,0.3139648,0.06396484,0.3598633,0.1132813,-0.3813477,-0.262207
267,-60.25,19,41.8125,0.09082031,-0.1826172,0.2094727,0.1132813,-0.3813477,-0.262207
268,-95.8125,-22,59.375,0.2700195,-0.05126953,0.8222656,0.1240234,-0.3632813,-0.2597656
269,-95.625,-95.9375,93.4375,0.262207,-0.4492188,0.2807617,0.1132813,-0.355957,-0.2651367
270,-110.8125,-118.25,113.9375,0.3735352,-0.3720703,1.150391,0.1132813,-0.355957,-0.2651367
271,-120.125,-84.5,140.625,0.4770508,-0.519043,1.20166,0.1132813,-0.355957,-0.2651367
272,-110.3125,-48.625,174.5,0.425293,-0.3256836,1.648438,0.1132813,-0.355957,-0.2651367
273,-90.5625,129.1875,254.8125,-0.00390625,-0.175293,2.3125,0.1000977,-0.3227539,-0.2543945
274,-33.375,245.0625,257.75,0.1191406,0.1796875,1.193848,0.1000977,-0.3227539,-0.2543945
275,-13,200.1875,205.9375,0.4414063,0.5546875,0.7666016,0.1000977,-0.3227539,-0.2543945
276,-16.0625,130.5,165.125,0.1147461,0.2109375,1.015625,0.1376953,-0.3071289,-0.2543945
277,-21.875,99.25,176.0625,0.07910156,0.1411133,1.304199,0.1376953,-0.3071289,-0.2543945
278,-22.375,100.75,198.1875,0.1347656,0.1259766,1.391113,0.1376953,-0.3071289,-0.2543945
279,-21.5,106.75,218.125,0.2265625,0.09082031,1.43457,0.1669922,-0.3095703,-0.262207
280,-13.8125,97.75,237.875,0.2822266,0.04833984,1.422852,0.1669922,-0.3095703,-0.262207
281,-15.875,95.1875,194.5,0.5527344,0.4619141,1.316406,0.1669922,-0.3095703,-0.262207
282,-27.8125,94.1875,36.625,0.6083984,-0.01269531,1.324219,0.2016602,-0.3198242,-0.2543945
283,16,65.5,154.25,0.3896484,-0.5380859,1.415039,0.2016602,-0.3198242,-0.2543945
284,13.125,54.125,175.125,0.4692383,-0.004882813,1.45459,0.2016602,-0.3198242,-0.2543945
285,12.6875,54.375,168.75,0.4375,-0.01269531,1.359863,0.2016602,-0.3198242,-0.2543945
286,27.625,47.625,159.8125,0.4492188,0.06005859,1.34375,0.2148438,-0.3173828,-0.2597656
287,32.875,51.375,123.75,0.4692383,0.07177734,1.34375,0.2148438,-0.3173828,-0.2597656
288,49.5625,49.5625,102.125,0.4013672,-0.02441406,1.300293,0.2148438,-0.3173828,-0.2597656
289,61.5625,45,96.625,0.3974609,-0.004882813,1.288574,0.2285156,-0.3300781,-0.2519531
290,64.9375,45.25,89.25,0.4174805,0.04833984,1.221191,0.2416992,-0.3354492,-0.246582
291,59.375,40.125,75.9375,0.4614258,0.02148438,1.474121,0.2416992,-0.3354492,-0.246582
292,96.3125,98.8125,-21.0625,-0.1669922,-0.109375,0.6679688,0.2387695,-0.3432617,-0.246582
293,67.875,117,56.75,0.1469727,-0.3994141,0.3833008,0.2387695,-0.3432617,-0.246582
294,52.3125,66.8125,76.9375,0.480957,0.1220703,0.8579102,0.2495117,-0.3530273,-0.2490234
295,38.6875,74.1875,-1.5625,0.4570313,0.1645508,0.8496094,0.2602539,-0.3632813,-0.246582
296,0.3125,76.75,-0.5625,0.3618164,-0.1210938,0.8696289,0.2602539,-0.3632813,-0.246582
297,-31.3125,47.5,42.5625,0.2026367,0.04443359,0.8891602,0.2602539,-0.3583984,-0.246582
298,-46.125,21.8125,37.875,0.1987305,0.06396484,0.9487305,0.2602539,-0.3583984,-0.246582
299,-58.5625,12.75,61.9375,0.03515625,0.06787109,1.086914,0.2685547,-0.3608398,-0.2436523
300,-62.625,11.25,97.375,0.01123047,0.1025391,1.173828,0.2739258,-0.3632813,-0.2490234
301,-51.875,13.625,133.625,-0.01171875,-0.06689453,1.375488,0.2739258,-0.3632813,-0.2490234
302,28.5,3.8125,180.125,-0.2983398,-1.021484,1.324219,0.2817383,-0.3530273,-0.2436523
303,66.75,-43.875,221.9375,-0.2788086,-0.6733398,1.276855,0.265625,-0.3505859,-0.246582
304,80.3125,-62.4375,205.75,0.5927734,0.02929688,1.296387,0.265625,-0.3505859,-0.246582
305,46.375,-19.125,108.5625,0.9907227,0.1411133,1.225098,0.2685547,-0.3735352,-0.2412109
306,29.8125,-1.0625,49.875,0.628418,-0.1557617,1.05127,0.2685547,-0.3735352,-0.2412109
307,19.375,-0.6875,46.6875,0.4692383,-0.2602539,1.130371,0.2602539,-0.3891602,-0.2412109
309,12.5,16.25,59.75,0.3417969,-0.4262695,1.122559,0.2602539,-0.3837891,-0.2436523
310,-14.3125,46.1875,75.6875,0.7915039,-0.109375,1.154297,0.2602539,-0.3837891,-0.2436523
311,-69.625,73.875,91.125,0.480957,-0.4223633,0.9643555,0.265625,-0.3867188,-0.2412109
312,-88,74.125,84.8125,0.6484375,-0.09765625,1.023926,0.265625,-0.3867188,-0.2412109
313,-64.1875,49.25,85.125,0.3061523,-0.3603516,1.166016,0.2739258,-0.3837891,-0.2436523
314,-31.5,20.0625,119.625,0.3017578,-0.2988281,1.094727,0.2763672,-0.3813477,-0.2490234
315,-17.25,2.5,141.625,0.3818359,-0.1132813,1.122559,0.2763672,-0.3813477,-0.2490234
316,-21.5,1.375,149.75,0.3061523,-0.1289063,1.193848,0.2739258,-0.3764648,-0.2436523
317,-18.6875,-1.5625,153.75,0.2304688,-0.1289063,1.264648,0.2763672,-0.3735352,-0.2412109
318,-10.5,-0.125,155.6875,0.1748047,-0.1401367,1.3125,0.2763672,-0.3735352,-0.2412109
319,-6.375,6.1875,157.8125,0.1230469,-0.1943359,1.320313,0.2685547,-0.3764648,-0.2412109
320,-14,18.8125,159.625,-0.0078125,-0.2099609,1.375488,0.2685547,-0.3764648,-0.2412109
321,-13.9375,32.9375,160.9375,-0.203125,-0.1982422,1.411133,0.2841797,-0.3813477,-0.2436523
322,-7.3125,43.375,163.8125,-0.3383789,-0.125,1.332031,0.2841797,-0.3867188,-0.2412109
323,1.625,51.9375,160.5,-0.5053711,0.1103516,1.264648,0.2841797,-0.3867188,-0.2412109
324,-0.5625,58.8125,141.4375,-0.6489258,0.05224609,1.430664,0.2895508,-0.3891602,-0.2358398
325,-0.4375,72.3125,125.125,-0.7480469,0.1411133,1.458496,0.2895508,-0.3891602,-0.2358398
326,2.9375,95.5,101.9375,-0.7402344,0.1259766,1.486328,0.2871094,-0.3994141,-0.2387695
327,1.0625,123.8125,68.8125,-0.84375,0.2416992,1.39502,0.2871094,-0.4042969,-0.2226563
328,5.75,145.9375,46.4375,-0.7919922,0.005859375,1.217285,0.2871094,-0.4042969,-0.2226563
329,25.375,161.5,34.375,-0.7719727,-0.144043,1.071289,0.3085938,-0.4042969,-0.230957
330,50.875,172.6875,29.25,-0.6845703,-0.1943359,0.8974609,0.3217773,-0.4018555,-0.2280273
331,76.5,177.4375,24.625,-0.5932617,-0.1982422,0.6835938,0.3217773,-0.4018555,-0.2280273
332,101.625,169.25,18.75,-0.4775391,-0.1289063,0.4941406,0.3432617,-0.4169922,-0.2094727
333,114.75,143.4375,10.0625,-0.3583984,-0.01660156,0.2646484,0.3432617,-0.4169922,-0.2094727
334,114.4375,109.0625,-6.3125,-0.2705078,0.1181641,0.1542969,0.3540039,-0.4350586,-0.1962891
335,108.625,66.0625,-15.0625,-0.1669922,0.06396484,-0.01123047,0.375,-0.4453125,-0.2016602
336,93.8125,4.4375,-28.125,-0.175293,0.1606445,-0.1142578,0.375,-0.4453125,-0.2016602
337,61.125,-56.9375,-42.1875,0.2504883,0.2495117,-0.2524414,0.375,-0.4555664,-0.2016602
338,15.8125,-133,-69.6875,0.2700195,0.222168,-0.1577148,0.375,-0.4555664,-0.2016602
339,-0.125,-178.8125,-80.875,0.4970703,0.07568359,0.1582031,0.3725586,-0.4555664,-0.1914063
340,2.1875,-212.1875,-88.375,0.6362305,-0.07861328,0.3994141,0.3378906,-0.4477539,-0.2177734
341,16,-232.625,-86.875,0.7041016,-0.1210938,0.4902344,0.3378906,-0.4477539,-0.2177734
342,15.1875,-250.4375,-84.625,0.8354492,-0.1171875,0.5810547,0.3271484,-0.4453125,-0.2226563
343,-0.9375,-266.375,-76.0625,0.875,-0.1171875,0.6879883,0.3032227,-0.4404297,-0.2255859
344,-11.0625,-268.8125,-61.6875,0.8950195,-0.1904297,0.9326172,0.3032227,-0.4404297,-0.2255859
345,-6.0625,-245.4375,-42.4375,0.8232422,-0.1210938,1.162109,0.2817383,-0.4428711,-0.2358398
346,0.25,-216.3125,-35.1875,0.8510742,-0.03222656,1.173828,0.2817383,-0.4428711,-0.2358398
347,8.3125,-191.375,-32.875,0.8037109,-0.004882813,1.154297,0.2548828,-0.4453125,-0.2358398
348,7.8125,-175.9375,-28.5,0.7280273,0.06005859,1.055176,0.230957,-0.4428711,-0.2490234
349,3,-182.875,-27.9375,0.6879883,0.1259766,1.079102,0.230957,-0.4428711,-0.2490234
350,10.0625,-191.625,-33.8125,0.6601563,0.1953125,1.169922,0.2231445,-0.4404297,-0.2436523
351,19.5625,-192.25,-37.0625,0.6640625,0.1723633,1.237305,0.2231445,-0.4404297,-0.2436523
352,560.5,737.125,0.1875,1.591309,-1.330566,8.075195,0.1855469,-0.4428711,-0.2490234
353,260.5625,449.125,-36.5,-0.3261719,1.771973,-1.612305,0.230957,-0.4887695,-0.2358398
354,-47.375,182.1875,-7.375,0.9628906,0.8291016,1.039551,0.230957,-0.4887695,-0.2358398
355,-74.0625,120.25,-38.1875,0.4453125,-0.1479492,1.118652,0.2685547,-0.4941406,-0.2226563
356,-36.3125,52.5,22.125,0.2900391,-0.3955078,0.5888672,0.2817383,-0.4785156,-0.2202148
357,15,31.875,48.375,0.3774414,-0.2099609,0.8100586,0.2817383,-0.4785156,-0.2202148
358,10.375,41.5,33.375,0.222168,0.1333008,0.940918,0.2871094,-0.4863281,-0.2280273
359,-43,62.75,5.375,0.01953125,0.2763672,1.094727,0.2871094,-0.4863281,-0.2280273
360,-99.4375,73.6875,-18.625,-0.2426758,0.2416992,1.245117,0.2978516,-0.4785156,-0.2177734
361,-99,81.25,-43.5,-0.1669922,0.08740234,1.569336,0.3032227,-0.4707031,-0.2226563
362,21.875,129.375,-68.8125,-0.2587891,0.1259766,0.7470703,0.3032227,-0.4707031,-0.2226563
363,-38.875,42.1875,-48.9375,-0.4658203,0.04833984,1.05127,0.3032227,-0.4682617,-0.2255859
364,-45.4375,46.375,-16.4375,-0.3701172,-0.1865234,1.11084,0.3032227,-0.4682617,-0.2255859
365,-40.3125,39,-4,-0.01611328,-0.3603516,1.173828,0.3139648,-0.4707031,-0.2148438
366,-12,11.5625,-1.8125,0.1469727,-0.2949219,1.162109,0.3325195,-0.4580078,-0.2202148
367,38.4375,-26.9375,-7.25,0.1425781,-0.159668,1.166016,0.3325195,-0.4580078,-0.2202148
368,82.0625,-60.5625,-17.0625,0.06738281,-0.1401367,1.221191,0.3164063,-0.4682617,-0.2148438
369,130.0625,-90.5,-26.5,0.04345703,-0.1865234,1.272949,0.3085938,-0.4682617,-0.2148438
370,177.25,-117.9375,-30.625,-0.02001953,-0.2021484,1.34375,0.3085938,-0.4682617,-0.2148438
371,197.1875,-123.1875,-24.1875,0.1030273,-0.1054688,1.308105,0.3032227,-0.480957,-0.2202148
372,181.375,-106.5,-25.375,0.2583008,-0.07080078,1.237305,0.3032227,-0.480957,-0.2202148
374,148.25,-96.6875,-26.3125,0.409668,-0.04736328,1.059082,0.2978516,-0.5043945,-0.2124023
