aXmax,aYmax,aZmax,aXmin,aYmin,aZmin,aXmean,aYmean,aZmean,aXstd,aYstd,aZstd,aXArea,aYArea,aZArea,gXmax,gYmax,gZmax,gXmin,gYmin,gZmin,gXmean,gYmean,gZmean,gXstd,gYstd,gZstd,gXArea,gYArea,gZArea,gravXmax,gravYmax,gravZmax,gravXmin,gravYmin,gravZmin,gravXmean,gravYmean,gravZmean,gravXstd,gravYstd,gravZstd,gravXArea,gravYArea,gravZArea,Class
0.161972045898438,1.12582397460938,0,-0.90350341796875,-0.14508056640625,-0.9796142578125,-0.204833602905273,0.551569366455078,-0.359477869669596,0.269165527731053,0.395477014697846,0.414596496078922,-24.5894622802734,65.8636627197266,-42.8373947143555,0.235167160630226,2.61526298522949,0.202593609690666,-3.67006015777588,-1.12556946277618,-1.94471108913422,-0.486699446787437,0.269839677012836,-0.323669830469104,0.899687509743376,0.866781695494761,0.425735317456684,-58.3944564424455,32.2826924975961,-38.8437239993364,-0.210200190544128,0.784155011177063,-0.315290987491608,-0.560616672039032,0,-0.959136605262756,-0.39089441349109,0.430851185321808,-0.642814778536558,0.116400028783301,0.372537174947696,0.23512840478145,-46.4983541220427,51.3472391963005,-76.3860599994659,1
0.59515380859375,2.37982177734375,4.89527893066406,-10.5231781005859,-2.02207946777344,-1.90573120117188,-1.05291353861491,0.616296895345052,-0.0536511739095052,2.07595738494709,0.888354878755236,1.32060635278064,-125.41423034668,73.1869125366211,-5.64569091796875,11.8580989837647,2.47123503684998,7.42683935165405,-5.50047731399536,-14.6049251556397,-7.56207180023193,-0.507548528987293,-0.646791929813723,-1.39916808840353,3.22701022342696,3.9290234558281,3.07580613825464,-60.2098785433918,-78.2485862597823,-167.472093451302,0.684636533260345,0.919841945171356,0.910007476806641,-0.689040958881378,-0.777626574039459,-0.907079517841339,-0.173790910622726,0.473488419037312,-0.451420899527147,0.394378680612339,0.459915509046276,0.423463120372327,-20.2921404875815,56.1785929240286,-53.6763922479004,1
0.488357543945312,3.04730224609375,4.94718933105469,-10.0980834960938,-2.64701843261719,-1.65803527832031,-1.05139503479004,0.583506902058919,0.0427986145019531,2.2037759096405,0.901030609683054,1.35630052107353,-126.137733459473,69.8287734985352,5.52285003662109,14.5461025238037,3.05268168449402,5.77030420303345,-5.15372276306152,-15.1327695846558,-8.17877864837646,-0.357688121435543,-0.738724669006964,-1.51075478581091,3.25057979156401,4.32788481236256,2.78028443415747,-42.4733767434955,-88.5550107210875,-180.953708007932,0.835272550582886,0.910832464694977,0.891650676727295,-0.731726050376892,-0.761857807636261,-0.856522798538208,-0.117086234937112,0.471669592758675,-0.419704358714322,0.459264033169315,0.461579783931621,0.406093012430764,-13.6951896846294,55.9175195158314,-50.196680881083,1
0.591583251953125,2.86660766601562,5.23616027832031,-9.99072265625,-2.57684326171875,-1.89041137695312,-1.14251467386882,0.690488560994466,-0.018338139851888,2.20546486716861,0.840737258546001,1.28091579452724,-136.766136169434,81.899299621582,-2.00463104248047,16.9150238037109,3.5481264591217,7.48348569869995,-5.71830320358276,-15.7223863601685,-10.4605226516724,-0.499755362685149,-0.477342075567382,-1.63641385021619,3.73449272579927,4.43470105457522,3.33993317471427,-60.0678119082004,-57.5305241933092,-196.213281363714,0.782064199447632,0.935320019721985,0.981715977191925,-0.682236552238464,-0.836280643939972,-0.96198707818985,-0.138040306512266,0.501147495854335,-0.42988254763186,0.349743256841223,0.483272913823262,0.440118055650437,-16.0523081384599,59.3791059432551,-51.2583222091198,1
0.197494506835938,2.39669799804688,5.77342224121094,-9.57450866699219,-1.73072814941406,-1.05332946777344,-1.09816449483236,0.655838267008464,0.0712413787841797,2.05582144637067,0.874262024059243,1.37718975967949,-131.375877380371,78.4210586547852,8.75408935546875,15.8439960479736,4.6558256149292,8.81244468688965,-6.91977739334106,-15.3938465118408,-9.13344764709473,-0.420649507824176,-0.529438661721845,-1.26648203443425,3.82498004740804,4.01323245522554,3.67926879237156,-49.1736359219067,-64.08790268749,-151.104544175789,0.630577743053436,0.944026410579681,0.906377017498016,-0.662633657455444,-0.878840208053589,-0.935249388217926,-0.126735935274822,0.470264354875932,-0.444216340586233,0.364650959020424,0.525819307978312,0.400944966168634,-14.6645154850557,55.7014304436743,-52.9104236876592,1
0.5465087890625,2.713134765625,7.11968994140625,-12.6288604736328,-3.0654296875,-1.26863098144531,-1.33960660298665,0.54660390218099,0.154127883911133,2.6743294374821,1.18505361711068,1.42910444522857,-160.392753601074,64.7219924926758,19.0228881835938,14.5894184112549,3.41513085365295,7.85336399078369,-5.22227954864502,-15.2061367034912,-10.3549289703369,-0.481428666071345,-0.45445360513404,-1.63602543737118,3.45426090283525,4.17370441542698,3.69531191974591,-56.9138859696686,-54.7028372399509,-195.818678963929,0.804512143135071,0.944798409938812,0.973669469356537,-0.692323625087738,-0.891524791717529,-0.904094994068146,-0.106112500675954,0.473835122243812,-0.382685425039381,0.411852672518528,0.523914728522843,0.422911887574105,-12.2676190761849,56.0772246606648,-45.5616732574999,1
0.514358520507812,3.15176391601562,4.85289001464844,-12.1131591796875,-1.94947814941406,-1.49627685546875,-1.31780573527018,0.638141632080078,0.0450438181559245,2.46629351210112,0.92009046004876,1.2315084677006,-158.240020751953,76.2553024291992,5.89263153076172,23.7708168029785,3.64015412330627,6.99299049377441,-6.84068727493286,-16.8721523284912,-11.2118091583252,-0.601366891207484,-0.452734721296777,-1.90873752236366,4.25685155733912,4.65655157208037,3.30700090028173,-71.3089691689238,-55.548014562577,-229.081092145294,0.936535358428955,0.877564549446106,0.988867282867432,-0.796904385089874,-0.903702318668365,-0.961728155612946,-0.137314429460093,0.487668244540691,-0.394402862689458,0.36825248613299,0.524913564360407,0.42610563554267,-16.0033215824515,57.7060856819153,-47.0158411609009,1
0.527923583984375,2.45487976074219,5.53204345703125,-12.3423004150391,-2.2408447265625,-1.98214721679688,-1.36969108581543,0.599008560180664,0.108555094401042,2.63083170060463,0.886888678969424,1.34731463649917,-163.837928771973,70.497444152832,13.4294738769531,18.9059810638428,4.00451374053955,8.82747077941895,-6.35532855987549,-17.0906715393066,-11.7843103408813,-0.394264331134036,-0.506396007126508,-1.74238314386457,4.15796431938624,4.51480744414461,3.51051785797608,-46.8329166825861,-61.7453061444685,-208.190990485251,0.819246530532837,0.908767580986023,0.997648894786835,-0.708524584770203,-0.898308098316193,-0.944312572479248,-0.122049655454854,0.479233164464434,-0.412902520302062,0.375535855072612,0.530574411416912,0.40906017516744,-14.0949309393764,56.7546290904284,-49.2029388938099,1
0.653228759765625,1.53504943847656,6.06590270996094,-10.1906127929688,-1.98907470703125,-1.78370666503906,-1.12416865030924,0.484585444132487,0.0981086730957031,2.24824605503809,0.788189088673473,1.48255300358261,-134.303298950195,57.0335159301758,11.7500457763672,19.4705295562744,3.47593998908997,9.0965518951416,-5.29756879806519,-15.2336187362671,-11.2569799423218,-0.395897803207239,-0.319186424836516,-1.66885354053229,4.11955289067077,4.20232015045208,3.42014818557873,-46.797962859273,-40.2242088466883,-199.527517043054,0.797201633453369,0.943988263607025,0.997184872627258,-0.644463837146759,-0.890411794185638,-0.907907664775848,-0.0514928119877974,0.466140097690125,-0.396572224780296,0.38849378098602,0.55075725202097,0.416851315381909,-5.66189363598824,55.1427144184709,-47.2763534318656,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
